Id,SalePrice
1461,122964.07623725377
1462,164843.94789085747
1463,182605.0137060447
1464,190361.62596976725
1465,196213.3778081348
1466,176984.1466583425
1467,174498.1564913214
1468,169650.32456757544
1469,182966.33704251432
1470,124417.17817133783
1471,196819.04214196044
1472,93879.04654684452
1473,97235.90176689575
1474,152671.82079284903
1475,112817.52700454596
1476,353986.36084693624
1477,256213.4453654028
1478,289214.05934112915
1479,277377.6024510209
1480,508808.8623038816
1481,309838.804884788
1482,202673.9647993646
1483,179694.74164784863
1484,168322.1095327491
1485,181978.38348056434
1486,195014.37633892824
1487,316470.8120698682
1488,229596.3984669269
1489,199302.57406342126
1490,232475.19702251593
1491,193643.46091872477
1492,95837.35196870229
1493,166081.4865886821
1494,290073.9284471379
1495,288734.3917986307
1496,237140.47428585953
1497,182291.7807241895
1498,169036.09200838517
1499,159313.81849160997
1500,155805.58691392484
1501,174247.89494431714
1502,155333.79094626263
1503,286223.050053856
1504,233020.13353708092
1505,227895.01002384428
1506,183677.06600276867
1507,261259.5474711758
1508,200792.60650785838
1509,158862.98706899522
1510,147035.98841437805
1511,157396.55716654702
1512,170858.64119914503
1513,144210.51150921042
1514,161491.03341294365
1515,192830.15535944718
1516,150275.1042142565
1517,158927.86099009318
1518,133806.33274334884
1519,219661.97552205576
1520,135853.26135380563
1521,138516.9268909946
1522,167593.22225753745
1523,117823.8800240817
1524,123145.33889236514
1525,123657.84363641533
1526,116304.07915805056
1527,111742.93027717751
1528,131626.87455841468
1529,147596.5567816149
1530,174553.70363444666
1531,114553.9901534782
1532,99230.96143775641
1533,143432.03846762117
1534,122108.6212944472
1535,151408.71467637055
1536,114548.45051903186
1537,72742.78355878776
1538,143335.36216293758
1539,193136.76835622953
1540,95247.45198982215
1541,138778.9586730112
1542,141126.52903993384
1543,191624.41885977844
1544,86720.76917196972
1545,107132.81859491866
1546,130856.60016394146
1547,134607.8429587751
1548,132703.58610088352
1549,118138.38912091266
1550,134948.344455973
1551,112276.63191112962
1552,133320.27320117987
1553,142363.87115817767
1554,113220.70096281676
1555,169385.06151625028
1556,88097.44798896645
1557,107219.13090859962
1558,97069.43961775689
1559,75135.6241632337
1560,132989.44163277984
1561,127792.51925819235
1562,131395.90802436674
1563,121591.00307056762
1564,168007.94276283152
1565,143529.33350285637
1566,229653.14818952561
1567,81954.07260339621
1568,234199.71494160904
1569,139262.2719298828
1570,138637.30693150757
1571,122862.5629695967
1572,143921.7187220137
1573,235353.9097981008
1574,116973.18906778892
1575,213159.28045080812
1576,235992.30616081422
1577,189709.990188584
1578,139207.62339852913
1579,147805.77293392966
1580,190716.28668928446
1581,146271.21988883705
1582,125282.39980284266
1583,317956.32172513154
1584,230877.35697889014
1585,142217.5382552079
1586,79129.31072398653
1587,99843.707771202
1588,143961.9129876531
1589,102751.58221621292
1590,134256.8320858374
1591,95652.68381406725
1592,125682.50313604074
1593,120939.7883138351
1594,120614.88776990245
1595,109096.85593200402
1596,229830.6478225573
1597,185551.85772659196
1598,202048.44775107846
1599,167546.75603348465
1600,172112.38747948103
1601,72360.19375888033
1602,119483.39440806124
1603,73858.87695622722
1604,279126.20869872055
1605,246196.4435008632
1606,172578.19646421119
1607,168440.3138700308
1608,214322.81431830156
1609,185895.66773372723
1610,153221.10909336948
1611,138784.49256820907
1612,177652.2157313024
1613,176246.52829077185
1614,119906.55516511748
1615,87003.82746578957
1616,77908.59398782256
1617,90539.31494770084
1618,129602.36566526814
1619,139909.11415616784
1620,162449.74688330243
1621,143251.14916248337
1622,142859.01854985786
1623,258639.10399029197
1624,217197.26217924236
1625,123576.23589053043
1626,162437.90956897102
1627,189271.4707147932
1628,275360.81713913585
1629,172165.3095890046
1630,357304.8205077416
1631,207988.28963731704
1632,237565.63274439896
1633,170183.25663366495
1634,185345.8446207577
1635,179256.90664896986
1636,161578.6634779487
1637,200074.4456431161
1638,194748.34403024198
1639,181998.54812866365
1640,243868.44082098352
1641,175866.05429378347
1642,224769.85895790806
1643,226813.171821889
1644,222951.38848994524
1645,199826.18677126936
1646,156978.32062006238
1647,160106.11497641462
1648,135467.73054462956
1649,138591.26477809565
1650,117442.40288230825
1651,123118.75546377242
1652,96315.35148007948
1653,95682.07988706355
1654,149280.1911604463
1655,136225.37671047836
1656,147791.5250401918
1657,150478.8021501824
1658,149393.10498275745
1659,124769.47523297746
1660,152702.94002494746
1661,453318.53315779293
1662,386951.9817642207
1663,394803.56365393806
1664,495323.0542703556
1665,309577.734776219
1666,328749.3258720431
1667,365574.5441282237
1668,329897.03587254253
1669,290814.19076252286
1670,337051.4077044347
1671,271828.2033099745
1672,453879.9089868374
1673,295485.892156176
1674,248449.71197375847
1675,194552.25208235125
1676,195731.54574734802
1677,214998.06625188852
1678,470341.8918204875
1679,404686.93102613935
1680,329387.6146113947
1681,240685.2603252314
1682,310622.72172721877
1683,188139.46047239483
1684,176752.20286906607
1685,175273.02999377873
1686,171651.5104952884
1687,168979.7870254638
1688,190170.89483369648
1689,191967.80360288036
1690,191332.6099348595
1691,183086.6138164562
1692,249894.52330580505
1693,169094.5655107342
1694,180996.8051437248
1695,166365.03837130088
1696,276069.5212478593
1697,164968.52185541255
1698,344822.05126666976
1699,336132.2952745968
1700,252430.17778091642
1701,269266.7800742474
1702,249575.58012184163
1703,249431.91733219323
1704,283389.486304967
1705,228563.51159120607
1706,316708.20145539247
1707,216259.43482084514
1708,207755.16129177433
1709,260338.11868232052
1710,216890.68725970134
1711,255864.28910339903
1712,250792.35233513368
1713,276676.98290922435
1714,216692.54904511312
1715,201685.97186411315
1716,181299.84749282454
1717,168661.2925734114
1718,130416.30300794626
1719,202847.88266203366
1720,234939.62378071173
1721,160467.3117848909
1722,120554.08302290566
1723,156394.29733466322
1724,213982.60231917343
1725,234786.53631718399
1726,188600.60460005552
1727,167889.16620637543
1728,178378.18447582927
1729,163892.2868428228
1730,156534.32994481863
1731,120365.74578432401
1732,128057.30739144329
1733,118147.73756562661
1734,123933.86102035159
1735,130097.21814996259
1736,117641.23756239617
1737,323835.7582843295
1738,223183.57414526306
1739,272738.40483555937
1740,230989.7449550483
1741,196855.7269401948
1742,169985.62708333594
1743,174414.19393783069
1744,301330.4644843283
1745,221606.04242473902
1746,186178.04930860642
1747,212892.32912775822
1748,226346.56203223797
1749,155910.07246174544
1750,130891.07424415844
1751,242447.7740319194
1752,121152.70422846833
1753,149447.73380460867
1754,193638.27222397542
1755,170767.32982764047
1756,128804.21317628464
1757,121294.16393443114
1758,147967.4936439001
1759,156325.5135990707
1760,163935.513542246
1761,143939.43394617017
1762,179058.89686603536
1763,165840.70724124272
1764,118539.82652670406
1765,157119.11204491608
1766,178660.20546800806
1767,226342.12249231208
1768,143712.1262060618
1769,165309.02945924847
1770,149391.22381030707
1771,121635.25137655226
1772,133634.24399710709
1773,130296.93780536689
1774,138425.40729213998
1775,137248.99936952806
1776,119898.3126307075
1777,115237.85995090786
1778,138107.44976730132
1779,120131.86137528077
1780,163709.6084526539
1781,129586.32481979461
1782,95288.17600255954
1783,145133.22060938933
1784,100355.59974538305
1785,117747.25201405164
1786,141191.0308466074
1787,166701.83283411188
1788,65526.865003490726
1789,98216.45452058333
1790,81771.90524480368
1791,178536.08944019763
1792,152266.60622414804
1793,135132.416071093
1794,147520.68174053615
1795,131375.36170426232
1796,118033.2883449416
1797,111154.76877593907
1798,125522.83076613973
1799,108417.32015145986
1800,133445.78042489616
1801,131798.76917811332
1802,128330.87184467979
1803,153059.2004214857
1804,146118.07398543434
1805,137350.91716613102
1806,121331.78387823491
1807,125086.85916996801
1808,114431.5787984068
1809,121783.66344410545
1810,136413.8520121154
1811,98826.71366055238
1812,96367.79059193362
1813,117424.8631175788
1814,98624.5131432508
1815,59851.0193870302
1816,98369.04175356582
1817,111925.0135794758
1818,143671.07056050465
1819,126007.16372912106
1820,59153.33012698814
1821,112469.13777406265
1822,150446.4350512575
1823,48731.12652253481
1824,127919.78178101731
1825,134647.0484540651
1826,100715.98547986671
1827,103214.38390130077
1828,137372.9154672772
1829,114455.18074169935
1830,130236.663886915
1831,143750.20781973773
1832,94434.31663736246
1833,137994.63612310204
1834,120935.39172183079
1835,129273.62749605779
1836,126089.3664341805
1837,95937.35795767976
1838,125059.42990026661
1839,98877.10282556861
1840,147625.21445215546
1841,129135.49682717264
1842,87742.36888047324
1843,135009.76274512755
1844,130609.05075773843
1845,142955.78320080563
1846,152606.37022224377
1847,160792.82511887
1848,58211.995957820465
1849,106863.73247143716
1850,122699.94761060888
1851,153199.87708786345
1852,127374.4209824974
1853,134455.713262155
1854,164263.077231192
1855,141283.9481295394
1856,223608.0258266652
1857,146320.25255381782
1858,134718.49079948076
1859,116726.54512895114
1860,148310.4608326036
1861,115867.70160374907
1862,289332.56699013285
1863,279844.93803952826
1864,279855.2823818484
1865,327398.72495020693
1866,322913.9108855572
1867,230596.35382963598
1868,306240.00942897814
1869,205434.07478736542
1870,223377.48444342703
1871,245287.67292583032
1872,174963.50007066643
1873,247447.5450743677
1874,145980.06866741274
1875,205545.1871330768
1876,195395.4623273056
1877,205972.62587225364
1878,201076.37378528787
1879,130449.68897828579
1880,135870.7969738922
1881,248613.0043706521
1882,250863.31269141636
1883,192499.25230659865
1884,206603.80020674557
1885,233700.75785088615
1886,293380.64477756014
1887,204520.4730040866
1888,269848.56130992883
1889,173057.99534414918
1890,122232.38198788915
1891,128285.68428891488
1892,103354.67333460896
1893,131080.973513744
1894,126860.13219845701
1895,136765.3340962726
1896,124933.10159152842
1897,115988.98492076516
1898,110590.82439754221
1899,157373.3016395542
1900,145773.40412929474
1901,167531.95739680863
1902,143739.63209490926
1903,209208.8797949562
1904,142724.76401115351
1905,186853.9481554041
1906,152672.58176291868
1907,212848.12772482922
1908,109860.87798806642
1909,136155.83590332887
1910,121932.01627052914
1911,206473.05649859458
1912,299141.05403968523
1913,151421.65065329996
1914,60068.527439474674
1915,324318.9938022027
1916,68122.44967132797
1917,249988.1819465125
1918,141362.29994216733
1919,174337.08464000118
1920,158233.28556563033
1921,421937.95825162146
1922,307098.05655175087
1923,221655.529426254
1924,220466.750062905
1925,208181.54968876336
1926,379852.7495816092
1927,135378.01203436876
1928,158317.37090421419
1929,119382.72804193941
1930,129112.50972058787
1931,146023.86660278612
1932,141893.29281686124
1933,175208.51115900304
1934,180409.22330980928
1935,173812.80107864755
1936,186642.2855176316
1937,181796.4212038684
1938,171378.8751883434
