Id,SalePrice
1461,122673.04511591498
1462,162129.54608000972
1463,184330.41636974455
1464,187201.6592406333
1465,193910.595936979
1466,179413.63106141335
1467,171983.6054932099
1468,172738.71798779455
1469,180933.97342065387
1470,126334.03988191824
1471,202863.82797955384
1472,91262.42495705822
1473,97689.13970555754
1474,155780.97137440788
1475,111435.37665757499
1476,351198.93325518817
1477,255646.84791837237
1478,288592.9075661311
1479,273668.754387587
1480,507016.8972260643
1481,302002.2998838137
1482,201516.2333848584
1483,181488.9711725713
1484,169572.66653808666
1485,181941.6329397069
1486,196700.48230641076
1487,308579.46354414494
1488,229276.29014403894
1489,200981.3561216785
1490,229010.16335154837
1491,192760.35497158015
1492,96430.86217296914
1493,168797.66647600662
1494,288243.7089363906
1495,290308.26468828047
1496,239465.15690861645
1497,182164.18789448446
1498,159502.9183873235
1499,158557.9031954371
1500,155820.8097774672
1501,171243.61728583157
1502,155869.09739227503
1503,287252.1799700283
1504,229213.57736684135
1505,227973.48912138678
1506,182717.89988953242
1507,262171.5703536765
1508,202253.48312697842
1509,160023.45444798682
1510,148189.30892385513
1511,151080.50385478375
1512,168315.6237584924
1513,145898.9510627729
1514,159034.85285525807
1515,191739.83554085882
1516,150634.18395037635
1517,157924.99914993465
1518,134702.2125066738
1519,221714.44748900784
1520,139249.61459875942
1521,140935.80959787674
1522,163411.27734356083
1523,119946.47845978312
1524,123804.28691232155
1525,124257.38497806664
1526,118122.16112897565
1527,112845.48468254092
1528,129358.79118658383
1529,143611.6213922629
1530,169187.7559389002
1531,115309.84517206115
1532,100877.05000271626
1533,141031.0783981024
1534,118197.66693180309
1535,156758.51021629377
1536,118505.27588756601
1537,76756.64858164443
1538,145035.78948762367
1539,192090.74325227298
1540,100613.94496428539
1541,142084.25339291207
1542,137058.76027685768
1543,195972.29344666653
1544,84936.01218918078
1545,103312.28599162969
1546,127313.03431108779
1547,133723.7340896983
1548,130214.36304086685
1549,115022.26489209135
1550,135623.61703378466
1551,113661.41552076343
1552,131865.85277190912
1553,146684.92644525247
1554,111425.89768653545
1555,172092.82312912346
1556,85340.28623458267
1557,105519.23675197821
1558,93210.96599746105
1559,85108.50074479973
1560,132185.03231764474
1561,130852.85767077113
1562,129483.53035534201
1563,121614.8559674747
1564,169981.19437622503
1565,143402.89698234887
1566,230699.7002353144
1567,81529.77065279093
1568,229677.839598374
1569,141620.1878136272
1570,141181.33559143398
1571,124910.2292864442
1572,144997.14369391592
1573,245517.54410125173
1574,116010.40396748645
1575,212206.01558407504
1576,235989.2721170075
1577,195028.81246713092
1578,138540.6730426534
1579,150849.50469017852
1580,190056.96775304165
1581,143491.29691856296
1582,124515.32061236368
1583,321077.9561670111
1584,233669.14253631976
1585,142252.13729718584
1586,78493.62754519309
1587,93788.37748432456
1588,142508.873379439
1589,103637.51348772377
1590,134775.11076103372
1591,96551.54709862942
1592,130355.22564091714
1593,118301.03480143074
1594,118426.44137460444
1595,110453.02341846934
1596,232131.25600129078
1597,180846.3416452509
1598,196233.49064070557
1599,171247.23635223377
1600,180798.56103790557
1601,70754.9229890278
1602,118377.15501674688
1603,79306.19492243689
1604,287107.079115324
1605,251032.1940111118
1606,176036.4847455144
1607,161652.62296694278
1608,216330.6916121041
1609,186506.7107247793
1610,153357.4884273307
1611,142134.645337095
1612,179944.35254408635
1613,181160.904222653
1614,124235.78694685588
1615,86698.82448430627
1616,77443.61927558541
1617,89718.71089228331
1618,124696.3817283473
1619,139485.32562916793
1620,160605.13549815636
1621,147123.60468599258
1622,142884.09033051578
1623,260974.09030666604
1624,220156.39843773402
1625,124974.05961095903
1626,159494.00224010897
1627,186653.75858162358
1628,281140.31858132506
