Id,SalePrice
1461,124611.3966834221
1462,153725.11260954276
1463,180864.1114979534
1464,187556.437188541
1465,194571.8084445416
1466,184782.52255095053
1467,170722.52877088284
1468,178215.87394420637
1469,181486.9759305535
1470,129234.84667165972
1471,201154.91678814837
1472,99959.53917475604
1473,105081.50297315381
1474,153244.66983390925
1475,124949.69378853998
1476,338481.49911655346
1477,252716.29669816405
1478,299363.64803374314
1479,300426.5608251419
1480,386111.3316572726
1481,306703.97379661724
1482,206808.88707596096
1483,187346.78013993986
1484,176436.90897759786
1485,178395.43477965382
1486,199425.58046464625
1487,299796.259466787
1488,238120.93618038984
1489,199117.57275137652
1490,218549.84981121594
1491,197988.888865178
1492,105520.17425975527
1493,175663.09097834147
1494,288123.8913993693
1495,282100.542341558
1496,232316.27486464675
1497,185565.4235184937
1498,162198.04873817298
1499,161391.53827589896
1500,163097.37876329242
1501,170656.9844596406
1502,166927.00906824207
1503,253305.88514826365
1504,218987.90236915063
1505,217211.4245523183
1506,183764.95184093376
1507,234886.32923534702
1508,190293.2324698054
1509,158326.22613308422
1510,149543.61677152675
1511,148846.9726873822
1512,174159.78713224293
1513,149937.78729408802
1514,155192.94149795498
1515,182302.46872708137
1516,154770.07320238368
1517,149241.27604880484
1518,141738.12670967987
1519,224306.16484016023
1520,138796.31107346047
1521,141265.2635505428
1522,164076.1132615344
1523,119155.39512285317
1524,121094.62220960722
1525,125555.7933044647
1526,126583.97417093988
1527,109907.90799867893
1528,125791.99940199197
1529,141003.82451593078
1530,163713.5030370655
1531,133656.37969269772
1532,103512.20579643255
1533,143573.95171687054
1534,119770.66654432131
1535,149192.48760766847
1536,120410.3574564002
1537,100474.11015446579
1538,144113.61562312412
1539,179255.527033875
1540,127725.43711077755
1541,140804.08412824906
1542,137331.96539261943
1543,171325.40716595275
1544,90163.98771754274
1545,105991.73980864811
1546,121125.63942041469
1547,134345.4924430985
1548,126248.81291334568
1549,112530.0917563294
1550,137872.4510799824
1551,120463.47692468898
1552,143160.32060024366
1553,134634.84577616045
1554,115511.9990311172
1555,168063.7483160832
1556,102780.66670712555
1557,120716.70658920999
1558,102502.6491916544
1559,117364.3843922565
1560,138708.32229029565
1561,147292.5669121218
1562,127896.68676848017
1563,123658.88990244757
1564,162950.34647855235
1565,152441.58165854175
1566,202819.41197743535
1567,96725.45377305968
1568,212847.4634245801
1569,156802.44948918477
1570,137319.6625954501
1571,127189.45784897519
1572,142554.894707153
1573,226879.33771606136
1574,138119.90945140086
1575,201379.1960235206
1576,227206.44154823656
1577,193907.26873292658
1578,147867.4720122198
1579,143170.80221085274
1580,192245.0309444313
1581,136162.50495307447
1582,126292.79457525947
1583,305563.5630150556
1584,230389.48921658716
1585,146497.5497462914
1586,92506.67699551291
1587,113300.64393773698
1588,140623.71790135818
1589,109769.33288059503
